surveyuniqueid;Field;FieldOther;Whatisyourcurrentemploymentstatus;Employment;Gender;YearBorn;PHD10OTHERWISE;AverageRBudget;GovernmentFunds;useofsc;importance;frequence_of_purch;importancePrice;costMostExpensive;Purchase_collab;in_charge_purchase;collaboration_withFirm;price_latest_purchase;functionality_better_thanPrice;aReputation_better_thanPrice;cBrand_better_thanPrice;aReputation_better_thanC_brand;cBrand_better_thanFunctionality;aReputation_better_thanFunctiona;IR_input_from_others;IR_colleagues;IR_technical_conferences;IR_salespersons;IR_written_info;IR_brand;IR_peer_review;IR_previous_use;Ref_peer_reviewed_j;Ref_star_scientist;Ref_high_impact;Ref_industry_coauthor;Ref_firm_coauthor;Ref_in_high_impact_expensiveVSch;IR_colleagues_expensiveVScheap;Patents;ICA_exploration;ICA_firm_creation;ICA_licensing_income;ICA_negotiation_use;ICA_other;ICA_none;sumofpositiveICAS;Papers_published;Impact_factor;@5y_Impact_factor;Publications_HJ;US1EU0;IfindinputfromcolleaguesthatIamcurrentlycollaboratingorhavecolla;Ifindinputfromtechnicalconferencesworkshopsandfairsreliable;Ifindsalespersonsfromthefirmproducingandsellingtheinstrumentreli;Ifindwritteninformationwebsitesbrochuresofthefirmproducingandsel;Ifindthebrandofthefirmproducingandsellingtheinstrumentreliable;Ifindreferencesinpeerreviewedpaperstobereliable;Ifindreferencesinpeerreviewedpapersinhighimpactjournalstoberelia;CompletionStatus;Starttime;Closetime;ResponseDays1beforereminder2after1streminderbefore2nd3after3rdre;Budget_dummy;Age_dummy;Gov_dummy;ICAS_patent;pricemostexp;Response_half;Age_dummy1977;Impact_dummy7;Professor_responsehalf;Assocprofessor_responsehalf;Assistprofessor_responsehalf;Postdoc_responsehalf;PhDstudent_responsehalf;Impact_dummy8;Impact_dummy9;Young_highimpact7;Young_lowimpact7;Young_highlowimpact7;Young_highimpact9;Young_lowimpact9;Young_highlowimpact9
6;7;GIS;Post-doc;4;1;1980;1;1;1;1;2;4;2;2;1;1;3;2;2;3;4;2;5;4;2;2;4;4;3;4;3;3;3;5;5;5;5;3;2;0;0;0;0;0;0;1;0;12;3,01;3,75;1;0; ; ; ; ; ; ; ;Complete / Closed;41397,40524;41397,4118;1;0;0;1; ;1;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
152;1; ;PhD student;5;2;1986;0;1;2;1;2;5;2;3;3; ;3;1;2;4;4; ; ; ;3;2;3;4;2;3;3;3;2;1;1;2;2;2;4;0;0;0;0;0;0;1;0;0; ; ;0;0; ; ; ; ; ; ; ;Complete / Closed;41397,43426;41397,44359;1;0;0;1; ;1;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
596;1; ;Post-doc;4;1;1980;1;2;4;1;1;3;1;4;2;3;3;3;1;1;4; ; ; ;2;2;4;2;2;1;4;1;2;3;1;5;4;1;1;1;0;0;1;0;1;0;2;12; ; ;2;0; ; ; ; ; ; ; ;Complete / Closed;41397,72542;41397,73987;1;1;0;2; ;2;0;1; ; ; ; ;1; ; ; ; ; ; ; ; ; 
2423;7;Social sciences;Other;6;2;1964;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41401,36237; ;1; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
5697;1; ;PhD student;5;1;1985;0;1;3;1;1;5;2;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41401,72924; ;1;0;0;2; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
642;7; ;Post-doc;4;2;1981;1;1;4;1;2;4;3;1;1;4;3;1;3;3;3;2;5;2;3;2;5;5;2;3;5;3;3;3;3;5;5;3;3;0;0;0;0;0;0;1;0;10;4,74;5,49;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,58121;41407,58499;2;0;0;2; ;1;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
306;7;psychological science;Post-doc;4;1;1980;1;2;2;1;1;5;3;4;3; ;3;1;3;3;3;3;3;3;3;2;3;3;3;2;2;2;5;5;5;5;5;3;3;0;0;0;0;0;0;1;0;13;13,73; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,58376;41407,58878;2;1;0;1; ;2;0;1;1; ; ; ;1; ;1;1;2; ;2;2; ;2
101;7;geoscience;Post-doc;4;1;1980;1;1;2;1;1;4;1;3;3; ;3;1;2;4;4;2;4;4;2;2;4;3;2;3;2;2;2;4;4;5;5;4;4;0;0;0;0;0;0;1;0;10;9,82;9,6;2;0;1;2;3;2;3;2;2;Complete / Closed;41407,58427;41407,58771;2;0;0;1; ;1;0;1;1; ; ; ;1; ;1;1;2; ;2;2; ;2
3253;1; ;Assistant professor;3;2;1980;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41407,58493; ;2; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2772;7;Ecological sciences;PhD student;5;1;1985;0;1;4;1;1;5;3;4;1;4;3; ;2;2;4;2;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41407,58518; ;2;0;0;2; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
313;1; ;PhD student;5;2;1984;0;1;1;1;2;5;5;1;1;4; ;1;2;3;4;2;4;2;2;2;4;4;3;3;3;4;3;2;2;4;4;2;2;0;0;0;0;0;0;1;0;1;3,5;4,16;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,5852;41407,58977;2;0;0;1; ;1;0;1;0; ; ; ; ;1;0;0; ;1;1; ;1;1
7;7; ;PhD student;5;1;1983;0;1;4;1;1;3;2;5;2;2;2;3;2;5;5;2;5;5;1;2;5;3;3;5;4;2;3;3;3;3;4;5;3;0;1;0;0;0;0;0;1;6;13,73; ;1;0;2;3;4;2;5;2;2;Complete / Closed;41407,58528;41407,59223;2;0;0;2; ;2;0;1;1; ; ; ; ;1;1;1;2; ;2;2; ;2
770;1; ;Post-doc;4;1;1977;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;2;4;3;2;3;3;Complete / Closed;41407,58572;41407,58625;2;0;0;2; ; ;0;1; ; ; ; ;1; ; ; ; ; ; ; ; ; 
486;1; ;PhD student;5;2;1979;0;1;4;1;1;4;2;1;1;2;3;1;2;2;3;2;3;3;3;3;3;4;4;3;3;2;5;5;5;5;5;3;3;0;0;0;0;0;0;1;0;0; ; ;0;0; ; ; ; ; ; ; ;Complete / Closed;41407,58654;41407,59165;2;0;0;2; ;1;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
5;7;geoscience;Post-doc;4;1;1983;1;2;1;1;1;4;1;4;1;2;3;3;3;2;4;2;4;3;3;2;2;3;4;3;3;1;2;4;2;5;5;3;2;0;0;0;0;0;0;1;0;10;11,9;12,3;1;0;1;2;3;3;3;2;3;Complete / Closed;41407,59033;41407,59768;2;1;0;1; ;2;0;1;1; ; ; ;1; ;1;1;2; ;2;2; ;2
264;1; ;PhD student;5;1;1985;0;1;4;1;1;4;2;3;3; ;3;3;2;2;4;1;4;4;1;1;3;3;2;4;3;1;2;2;2;3;3;4;4;0; ; ; ; ; ; ; ;3;6,378;6,22;1;0;2;3;3;1;3;2;2;Complete / Closed;41407,59096;41407,59336;2;0;0;2; ;1;0;1; ; ; ; ; ;1;0;0; ; ; ; ;1;1
262;7;geosciences;PhD student;5;1;1980;0;2;1;1;1;4;3;4;1;2;2;2;2;2;3;2;4;3;2;2;3;4;2;3;4;3;4;2;2;3;3;3;2;0;0;0;0;0;0;1;0;3; ; ;2;0;2;3;4;3;3;3;2;Complete / Closed;41407,59587;41407,60212;2;1;0;1; ;2;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
397;7;History of science;Post-doc;4;1;1974;1;1;4;1;1;4;2;3;1;2;3;3;2;3;4;2;4;3;2;2;4;4;2;4;3;3;3;5;5;5;5;3;2;0; ; ; ; ; ; ; ;14;5,68;5,83;3;0;1;2;2;2;2;2;2;Complete / Closed;41407,59725;41407,60199;2;0;0;2; ;1;0;0;0; ; ; ;1; ;0;0; ; ; ; ; ; 
795;1; ;PhD student;5;1;1986;1; ;4;1;1;4;1;4;3; ;2;2;4;4;4;2;5;4;2;2;4;3;2;4;4;3;2;2;2;3;4;2;2;1;0;0;0;1;0;0;1;3;41,289;45,765;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,59829;41407,60198;2; ;0;2; ;2;0;1;1; ; ; ; ;1;1;1;2; ;2;2; ;2
833;7;Environmental sciences;PhD student;5;2;1986;0;1;4;1;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41407,59958; ;2;0;0;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
437;7;Geoscience;PhD student;5;2;1989;0;3;4;1;1;5;2;4;1;4;3;2;2;2;3;2;5;4;1;1;3;3;2;4;3;2;3;3;3;2;2;4;4;0;0;0;0;0;0;1;0;0; ; ;0;0;2;2;3;2;2;2;2;Complete / Closed;41407,60071;41407,60746;2;1;0;2; ;2;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
3261;7;geo science;Other;6;2;1989;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41407,6026; ;2; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686;7;geoscience;Post-doc;4;1;1977;1;2;4;1;1;4;2;4;3; ;3;3;2;4;4;2;5;4;2;2;3;4;3;3;3;3;3;3;3;4;4;3;3;1;0;0;0;0;0;1;0;8;3,5;3,5;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,60515;41407,60921;2;1;0;2; ;2;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
308;1; ;Post-doc;4;1;1983;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41407,61559;41407,61602;2;0;0;1; ; ;0;1; ; ; ; ;1; ; ; ; ; ; ; ; ; 
316;7; ;Post-doc;4;1;1979;1;2;4;1;1;5;1;4;1;2;2;4;2;4;4;2;5;5;2;2;2;3;2;3;3;3;3;5;3;5;5;3;4;0;0;0;0;0;0;1;0;1;12,44;12,74;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,61628;41407,71538;2;1;0;2; ;2;0;1;1; ; ; ;1; ;1;1;2; ;2;2; ;2
1;7; ;PhD student;5;1;1989;0;1;1;1;1;4;1;4;3; ;3;2;2;3;3;2;5;4;3;1;2;3;2;2;3;1;2;2;1;3;2;2;3;0;0;0;0;0;0;1;0;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41407,62089;41407,62979;2;0;0;1; ;2;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
484;7;Geophysics;PhD student;5;1;1982;0;1;4;1;1;3;2;2;1;4;2;3;2;3;3;2;4;2;2;2;4;2;2;3;4;1;5;4;4;4;4;3;1;0;0;0;0;0;0;1;0;3;3,68;3,762;3;0; ; ; ; ; ; ; ;Complete / Closed;41407,62107;41407,62633;2;0;0;2; ;1;0;1;0; ; ; ; ;1;0;0; ;1;1; ;1;1
103;1; ;Post-doc;4;1;1982;1;1;4;1;1;5;1;5;1;4;3; ;2;2;2;3;4;4;3;2;4;3;3;3;4;3;3;2;2;2;3;2;2;0;0;0;0;0;0;1;0;18;13,73; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,64752;41407,65164;2;0;0;2; ;2;0;1;1; ; ; ;1; ;1;1;2; ;2;2; ;2
644;7; ;PhD student;5;1;1987;0;1;4;1;2;2;1;4;2;4;3;1;2;2;5;2;5;4;1;1;3;4;3;4;3;1;2;2;2;3;4;2;1;0;0;0;0;0;0;1;0;0; ; ;0;0; ; ; ; ; ; ; ;Complete / Closed;41407,65183;41407,65542;2;0;0;2; ;2;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
557;2; ;PhD student;5;2;1987;0;1;4;1;1;5;2;5;3; ;3;1;1;2;3;2;4;5;2;2;2;3;2;2;2;2;2;2;2;3;3;3;3;0;0;0;0;0;0;1;0;0; ; ;0;0; ; ; ; ; ; ; ;Complete / Closed;41407,6629;41407,66584;2;0;0;2; ;2;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
2639;7;Envoronmental sciences;PhD student;5;1; ;0;1;4;1;1;5;1;4;3; ;2; ;1;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41407,77081; ;2;0;0;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
731;1; ;PhD student;5;1;1988;0;1; ;1;1;1;1;4;3; ;2;4;2;3;3;3;4;4;3;2;3;4;3;4;3;1;2;3;1;1;3;3;2;1; ; ; ; ; ; ; ;5;4,56;4,13;3;0; ; ; ; ; ; ; ;Complete / Closed;41407,91911;41407,92363;2;0;0; ; ;2;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
265;1; ;Assistant professor;3;1;1986;1;1;4;1;1;4;1;2;1;2;3;2;1;2;5;1;5;4;2;2;4;5;1;4;3;3;1;3;2;4;4;2;2;1;1;1;0;1;0;0;3;15;9,7;10,6;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,9605;41407,96292;2;0;0;2; ;1;1;1;1; ; ;2; ; ;1;1;2; ;2;2; ;2
601;1; ;Post-doc;4;2;1981;1;1;1;1;1;3;3;2;1;4;2;2;2;2;2;1;4;4;3;2;3;3;3;4;4;2;2;3;3;2;4;2;2;1;0;0;0;0;0;1;0;4; ; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,39802;41408,40371;2;0;0;1; ;1;1;1; ; ; ; ;2; ; ; ; ; ; ; ; ; 
688;1; ;PhD student;5;1;1987;0;1;4;1;1;4;1;4;1;4;2;3;2;2;3;2;4;4;1;1;3;4;4;4;3;3;2;2;2;2;3;3;2;0;0;0;0;0;0;1;0;2;3,82;3,97;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,42957;41408,43536;2;0;0;2; ;2;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
151;7;interdisciplinary;Associate professor;2;1;1971;1;2;4;1;1;4;1;4;3; ;3;3;2;2;4;2;5;4;3;2;4;4;2;4;3;2;3;3;3;5;5;3;3;0;0;0;0;0;0;1;0;25;11,9;12,3;2;0;2;3;4;3;3;2;2;Complete / Closed;41408,50601;41408,51034;2;1;0;2; ;2;1;0;1; ;2; ; ; ;1;1; ; ; ; ; ; 
647;7;In MN;PhD student;5;1;1983;0;1;2;1;1;4;1;3;2;1;1;2;1;1;2;2;2;3;4;3;3;4;4;4;4;4;1;1; ; ; ;1;1;0;1;0;0;0;0;0;1;2; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,92409;41408,92893;2;0;0;1; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
729;1; ;PhD student;5;1;1982;0;2;1;1;2;5;1;2;3; ;3;2;2;2;5;1;5;5;3;2;5;5;3;3;2;2;2;3;2;2;2;2;2;0;0;0;0;0;0;1;0;2; ; ;1;0;1;1;4;3;2;2;1;Complete / Closed;41409,40535;41409,4103;2;1;0;1; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
2413;7;geoscience;Post-doc;4;2;1983;0;1; ;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41409,67484; ;2;0;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
9;1; ;Post-doc;4;2;1984;1;1;4;1;1;5;1;4;2;4;3;1;2;2;4;2;4;4;3;2;2;3;2;2;3;1;1;2;2;2;3;1;1;0;0;0;0;0;0;1;0;13;13,73; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41410,6901;41410,70176;2;0;0;2; ;2;1;1;1; ; ; ;2; ;1;1;2; ;2;2; ;2
299;1; ;PhD student;5;1;1987;0;2;2;1;1;5;2;3;3; ;3; ;2;5;5;3;5;4;1;1;3;4;3;3;3;2;2;4;2;2;2;4;2;0;0;0;0;0;0;1;0;2;3,879;4,069;1;0; ; ; ; ; ; ; ;Complete / Closed;41410,73795;41410,74862;2;1;0;1; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
3841;6; ;PhD student;5;2;1989;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41413,59634; ;2; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
8;7;Environmental sciences;PhD student;5;1;1989;0;1;1;1;1;4;3;4;1;2;3;1;1;5;4;3;5;5;2;1;3;3;2;3;3;2;2;3;2;4;4;4;4;0;0;0;0;0;0;1;0;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41413,81396;41413,84691;2;0;0;1; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
488;1; ;PhD student;5;1;1986;0;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41423,46743;41439,19054;2;1;0;1; ; ;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
230;1; ;Other;6;1;1983;1;2;4;1;1;3;3;2;1;4;3;2;1;1;3;1;4;3;1;1;4;5;3;4;4;3;3;3;2;4; ;1;1;0;0;0;0;0;0;1;0;5;3,73;4,24;2;0; ; ; ; ; ; ; ;Complete / Closed;41425,48794;41425,49266;3;1;0;2; ;1;1;1;0; ; ; ; ; ;0;0; ;1;1; ;1;1
2629;6; ;PhD student;5;2;1983;0;2;4;1;1;5;2;2;2;2;3;3;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,48917; ;3;1;0;2; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
645;2; ;PhD student;5;2;1984;0;1;1;1;1;1;3;3;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;5,61;5,38;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,4901;41425,49207;3;0;0;1; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
640;7;Environmental sciences;PhD student;5;2;1986;0; ; ;1;1; ;1; ;1;4;3; ;2;3;3;2;4;4;2;3;3;4;3;3;3;3;2;2;2;4;3;3;2;0;0;0;0;0;0;1;0;1;31,03;33,587;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,49017;41425,49532;3; ;0; ; ; ;1;1;1; ; ; ; ;2;1;1;2; ;2;2; ;2
436;7;Biochemistry and molecular biology;PhD student;5;2;1985;0;1;4;1;1;4;1;4;1;4;2;4;2;2;4;2;5;4;3;2;4;4;5;5;3;2;2;2;2;4;4;2;2;0; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41425,49204;41425,49492;3;0;0;2; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
636;7; ;PhD student;5;1;1984;0;1;4;1;1;4;3;4;1;4;2;4;2;4;2;4;4;4;2;2;2;2;2;2;2;1;3;2;2;3;3;2;2;0;0;0;0;0;1;0;1;1; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41425,49317;41425,49817;3;0;0;2; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
70;7;statistics;PhD student;5;2;1983;0;1;4;1;1;4;1;3;2;4;3;3;2;2;4;2;4;4;2;1;2;3;3;3;3;1;2;2;2;2;2;2;2;0;0;0;0;0;0;1;0;1;3,025;3,13;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,49516;41425,50007;3;0;0;2; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
346;7;Biochemistry;PhD student;5;2;1985;0;1;4;1;1;1;2;3;1;4;3;2;2;2;4;2;5;4;2;2;2;4;2;4;3;3;2;2;2;3;3;4;1;0;0;0;0;0;0;1;0;3;5,17;6,37;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,49989;41425,50587;3;0;0;2; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
4;7;biophysics;PhD student;5;2;1990;0; ; ;1;1;2;1; ;2;2; ; ;2;2;3;3;4;3; ; ; ; ; ; ; ; ;3;2;2;2;3;3;2;0; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41425,50332;41425,51317;3; ;0; ; ; ;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
5798;7;BADM;PhD student;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,5044; ;3; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
71;6; ;Post-doc;4;2;1981;1;1;2;1;1;4;2;4;2;3;2;2;2;3;4;3;4;3;2;2;2;2;2;3;2;1;2;2;2;3;3;3;2;0;0;0;0;0;0;1;0;2;6,044;6,044;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,51008;41425,51432;3;0;0;1; ;2;1;1; ; ; ; ;2; ;0;0; ; ; ; ;1;1
2778;7;environmental sciences;Associate professor;2;1;1952;1;2;4;1;1;5;2;4;3; ;3;3;2;4;4;3;4;4;4;3;5;3;2;3;5;3;4;5;4;5;5;2;2;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,51153; ;3;1;0;2; ;2; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
780;2; ;PhD student;5;1;1988;0;1;4;1;1;3;2;4;3; ;2;4;2;2;4;2;4;4;4;3;3;2;2;3;2;2;4;3;2;2;1;3;3;1;0;0;0;0;0;1;0;3;14,82;13,86;2;0; ; ; ; ; ; ; ;Complete / Closed;41425,52075;41425,52485;3;0;0;2; ;2;1;1;1; ; ; ; ;2;1;1;2; ;2;2; ;2
600;7;Environemental sciences;PhD student;5;1;1986;0;2;2;1;1;2;3;3;2;4;2;2;2;2;3;2;4;4;3;3;3;3;3;3;3;3;2;3;3;3;3;2;2;0;0;0;0;0;0;1;0;2;3,68;3,762;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,52742;41425,53525;3;1;0;1; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
3786;1; ; ; ;1;1979;1;1;1;1;3;5;3;5;2;4;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;0;0;0;0;0;0;1;0;10; ; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,53117;41425,53448;3;0;0;1; ;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2441;7;Biophysics;Post-doc;4;1; ;0;4;2;1;1;1;1;3;1;2;2;3;1;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;1;0;0;0;0;1;0;1;15;5,437;5,389;2;0; ; ; ; ; ; ; ;started but not completed;41425,53387; ;3;1;0;1; ;1; ; ;0; ; ; ; ; ;0;0; ; ; ; ; ; 
796;2; ;PhD student;5;1;1986;0;1;4;1;1;5;2;3;1;4;2;2;1;2;3;2;3;1;3;2;4;4;2;3;3;2;3;3;3;3;3;3;1;0;0;0;0;0;0;1;0;5;14,82;13,86;2;0; ; ; ; ; ; ; ;Complete / Closed;41425,53537;41425,53966;3;0;0;2; ;1;1;1;1; ; ; ; ;2;1;1;2; ;2;2; ;2
74;7;earth sciences;Post-doc;4;1;1982;1;2;3;1;1;3;1;4;2;2;2;3;1;1;3;1;5;4;3;3;4;2;3;4;2;2;2;3;2;2;4;3;2;0;0;1;0;0;0;0;1;14;13,73; ;2;0; ; ; ; ; ; ; ;Complete / Closed;41425,54496;41425,54812;3;1;0;2; ;2;1;1;1; ; ; ;2; ;1;1;2; ;2;2; ;2
2781;7;Environment;PhD student;5;1;1986;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,54989; ;3; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3838;7;social;Post-doc;4;2;1962;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,55429; ;3; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
315;7;Geological;PhD student;5;1;1989;0;1;4;1;2;2;3;1;1;2;3;1;2;4;4;2;4;4;3;3;4;5;2;3;3;3;3;3;3;4;5;4;2;0;0;0;0;0;0;1;0;3;5,68;5,83;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,56532;41425,56938;3;0;0;2; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
3798;2; ;PhD student;5;1;1989;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,57402; ;3; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
212;7;Environmental Sciences;PhD student;5;2;1985;0;1;2;1;1;5;1;3;1;4;3;1;2;2;4;2;4;2;2;2;2;2;3;3;2;2;2;4;2;4;5;4;4;0; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41425,6097;41425,61316;3;0;0;1; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
310;7;biophysics;Post-doc;4;1;1976;1;1;4;1;1;5;1;3;1;4;3;3;2;2;3;2;5;5;1;1;1;4;2;2;4;1;2;2;5;5;5;5;4;0;0;0;0;0;0;1;0;2; ; ;2;0;1;2;3;2;2;2;2;Complete / Closed;41425,63738;41425,64483;3;0;0;2; ;1;1;0; ; ; ; ;2; ; ; ; ; ; ; ; ; 
